core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,custom.PowerBI.v3.FieldType
Simpfy_project_96010eb4/ef7f5dfd961cb25b6000/Visual1_tableEx/simpfy_projects_vw_KPI_Display,simpfy_projects_vw.KPI_Display,simpfy_projects_vw.KPI_Display,simpfy_projects_vw.KPI_Display,simpfy_projects_vw.KPI_Display,,Measure
Simpfy_project_96010eb4/ds_simpfy_projects_vw/KPI_Display,KPI_Display,KPI_Display,KPI_Display,KPI_Display,,Measure
Simpfy_project_96010eb4/ef7f5dfd961cb25b6000/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/ef7f5dfd961cb25b6000/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/ef7f5dfd961cb25b6000/Visual1_tableEx/simpfy_kpi_value_Name,simpfy_kpi_value.Name,simpfy_kpi_value.Name,simpfy_kpi_value.Name,simpfy_kpi_value.Name,,Source Column
Simpfy_project_96010eb4/ds_simpfy_kpi_value/Name,Name,Name,Name,Name,,Source Column
Simpfy_project_96010eb4/ef7f5dfd961cb25b6000/Visual2_slicer/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/d477111cd0a27a3c36c7/Visual1_tableEx/simpfy_projects_vw_milestone_name,simpfy_projects_vw.milestone_name,simpfy_projects_vw.milestone_name,simpfy_projects_vw.milestone_name,simpfy_projects_vw.milestone_name,,Source Column
Simpfy_project_96010eb4/d477111cd0a27a3c36c7/Visual1_tableEx/simpfy_projects_vw_milestone_description,simpfy_projects_vw.milestone_description,simpfy_projects_vw.milestone_description,simpfy_projects_vw.milestone_description,simpfy_projects_vw.milestone_description,,Source Column
Simpfy_project_96010eb4/d477111cd0a27a3c36c7/Visual1_tableEx/simpfy_projects_vw_milestone_target_date_Variation_Date_Hierarchy_Year,simpfy_projects_vw.milestone_target_date.Variation.Date Hierarchy.Year,simpfy_projects_vw.milestone_target_date.Variation.Date Hierarchy.Year,simpfy_projects_vw.milestone_target_date.Variation.Date Hierarchy.Year,simpfy_projects_vw.milestone_target_date.Variation.Date Hierarchy.Year,,Source Column
Simpfy_project_96010eb4/d477111cd0a27a3c36c7/Visual1_tableEx/simpfy_projects_vw_milestone_status,simpfy_projects_vw.milestone_status,simpfy_projects_vw.milestone_status,simpfy_projects_vw.milestone_status,simpfy_projects_vw.milestone_status,,Source Column
Simpfy_project_96010eb4/d477111cd0a27a3c36c7/Visual1_tableEx/simpfy_projects_vw_milestone_completion_date,simpfy_projects_vw.milestone_completion_date,simpfy_projects_vw.milestone_completion_date,simpfy_projects_vw.milestone_completion_date,simpfy_projects_vw.milestone_completion_date,,Source Column
Simpfy_project_96010eb4/d477111cd0a27a3c36c7/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_total_cost,simpfy_projects_vw.total_cost,simpfy_projects_vw.total_cost,simpfy_projects_vw.total_cost,simpfy_projects_vw.total_cost,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_project_stage,simpfy_projects_vw.project_stage,simpfy_projects_vw.project_stage,simpfy_projects_vw.project_stage,simpfy_projects_vw.project_stage,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/simpfy_projects_vw_key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual2_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual3_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual4_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual6_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/a923b0a203ae3c7caca4/Visual7_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_title,simpfy_challenges_vw.title,simpfy_challenges_vw.title,simpfy_challenges_vw.title,simpfy_challenges_vw.title,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_description,simpfy_challenges_vw.description,simpfy_challenges_vw.description,simpfy_challenges_vw.description,simpfy_challenges_vw.description,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_potential_impact,simpfy_challenges_vw.potential_impact,simpfy_challenges_vw.potential_impact,simpfy_challenges_vw.potential_impact,simpfy_challenges_vw.potential_impact,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_planned_actions,simpfy_challenges_vw.planned_actions,simpfy_challenges_vw.planned_actions,simpfy_challenges_vw.planned_actions,simpfy_challenges_vw.planned_actions,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual1_tableEx/simpfy_challenges_vw_CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual2_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual3_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual4_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual5_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual6_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/beef0fdda40043206804/Visual7_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual1_tableEx/simpfy_projects_vw_segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual2_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual3_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual4_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual6_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/7134b50a2d7c3644c43c/Visual7_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
